,id,prices,market_caps,total_volumes
71,husd,"[1622764800000, 1.0004818782757139]","[1622764800000, 789071870.8030503]","[1622764800000, 95586085.85449134]"
72,husd,"[1622851200000, 1.000689848628865]","[1622851200000, 777347370.4055367]","[1622851200000, 148653570.4025343]"
73,husd,"[1622937600000, 0.9997571582373416]","[1622937600000, 778256478.6642162]","[1622937600000, 82472564.84008995]"
74,husd,"[1623024000000, 1.0010185188553726]","[1623024000000, 785935587.4734868]","[1623024000000, 53521670.32628872]"
75,husd,"[1623110400000, 0.985865324252345]","[1623110400000, 775107807.8488901]","[1623110400000, 571110799.1559439]"
76,husd,"[1623196800000, 1.001977136139769]","[1623196800000, 829552120.187894]","[1623196800000, 662102348.0048567]"
77,husd,"[1623283200000, 1.0069918984086077]","[1623283200000, 820268579.5158801]","[1623283200000, 839800243.2777094]"
78,husd,"[1623369600000, 0.9977750242335093]","[1623369600000, 814787624.5977786]","[1623369600000, 545284844.8491898]"
79,husd,"[1623456000000, 0.9995547306475424]","[1623456000000, 713173483.8704728]","[1623456000000, 71403659.54682033]"
80,husd,"[1623542400000, 0.9999160522537287]","[1623542400000, 735779082.2888744]","[1623542400000, 58551601.09949165]"
81,husd,"[1623628800000, 1.002253416794804]","[1623628800000, 732670334.4594896]","[1623628800000, 52354013.05707681]"
82,husd,"[1623715200000, 1.0019955354397927]","[1623715200000, 725630406.1436666]","[1623715200000, 68852136.56942001]"
83,husd,"[1623801600000, 1.0006410121529181]","[1623801600000, 695988075.0307748]","[1623801600000, 54700214.21091245]"
84,husd,"[1623888000000, 1.000522243905401]","[1623888000000, 681065912.7906787]","[1623888000000, 50116149.66044507]"
85,husd,"[1623974400000, 1.0027080410700864]","[1623974400000, 673547437.2937274]","[1623974400000, 52689933.684621885]"
86,husd,"[1624060800000, 1.0019833624718169]","[1624060800000, 661872659.5165596]","[1624060800000, 59344154.998646304]"
87,husd,"[1624147200000, 1.0004358106441948]","[1624147200000, 660888271.3641287]","[1624147200000, 54251340.947147556]"
88,husd,"[1624233600000, 1.001607625494279]","[1624233600000, 662913717.0791032]","[1624233600000, 64666620.424458675]"
89,husd,"[1624320000000, 0.9760317395261079]","[1624320000000, 620293744.6475444]","[1624320000000, 506089346.44031507]"
90,husd,"[1624406400000, 0.9878970363797154]","[1624406400000, 617660440.8435984]","[1624406400000, 482039549.6147872]"
91,husd,"[1624492800000, 1.001908433169483]","[1624492800000, 706217586.2416567]","[1624492800000, 539172401.828611]"
92,husd,"[1624579200000, 1.0008420223874408]","[1624579200000, 718035073.6467543]","[1624579200000, 67329174.67099324]"
0,kucoin-shares,"[1616630400000, 4.463377097615236]","[1616630400000, 363204705.3771869]","[1616630400000, 23174535.954300474]"
1,kucoin-shares,"[1616716800000, 4.397923698575183]","[1616716800000, 348883025.1827941]","[1616716800000, 16937778.398467895]"
2,kucoin-shares,"[1616803200000, 4.966013143745073]","[1616803200000, 393590034.23088086]","[1616803200000, 14091489.87949604]"
3,kucoin-shares,"[1616889600000, 4.920676859983438]","[1616889600000, 391565635.32753676]","[1616889600000, 12501212.061940052]"
4,kucoin-shares,"[1616976000000, 4.931574667202448]","[1616976000000, 391589723.2496252]","[1616976000000, 10388937.962603675]"
5,kucoin-shares,"[1617062400000, 5.112776572557037]","[1617062400000, 406302683.6646746]","[1617062400000, 12370300.516561035]"
6,kucoin-shares,"[1617148800000, 5.197628121717377]","[1617148800000, 412246747.39275247]","[1617148800000, 11082517.492237449]"
7,kucoin-shares,"[1617235200000, 5.256217664470516]","[1617235200000, 418241861.9608969]","[1617235200000, 13345744.699564176]"
8,kucoin-shares,"[1617321600000, 6.546465412400935]","[1617321600000, 520088605.7715659]","[1617321600000, 40539921.1371702]"
9,kucoin-shares,"[1617408000000, 7.206670454515135]","[1617408000000, 569617862.8788272]","[1617408000000, 47054452.22609408]"
10,kucoin-shares,"[1617494400000, 6.38729158327101]","[1617494400000, 519029303.4863631]","[1617494400000, 35222264.91954342]"
11,kucoin-shares,"[1617580800000, 7.436775805591899]","[1617580800000, 585609514.9598608]","[1617580800000, 29805648.20148963]"
12,kucoin-shares,"[1617667200000, 9.243213512558322]","[1617667200000, 728483974.6263236]","[1617667200000, 78122562.51909843]"
13,kucoin-shares,"[1617753600000, 11.201845261464678]","[1617753600000, 891010327.3018672]","[1617753600000, 102008255.97556083]"
14,kucoin-shares,"[1617840000000, 11.036485745318162]","[1617840000000, 885318296.800177]","[1617840000000, 182464378.14082643]"
15,kucoin-shares,"[1617926400000, 13.819848194335746]","[1617926400000, 1066204252.5498663]","[1617926400000, 102638679.71883357]"
16,kucoin-shares,"[1618012800000, 16.868532996386552]","[1618012800000, 1339133962.6084516]","[1618012800000, 198468770.82288665]"
17,kucoin-shares,"[1618099200000, 17.916185921291234]","[1618099200000, 1430049485.600456]","[1618099200000, 54088037.98008678]"
18,kucoin-shares,"[1618185600000, 18.657272833059736]","[1618185600000, 1466329471.5832453]","[1618185600000, 165768974.2449832]"
19,kucoin-shares,"[1618272000000, 18.55162022777246]","[1618272000000, 1468591615.3090942]","[1618272000000, 133425194.20150766]"
20,kucoin-shares,"[1618358400000, 16.441193256717618]","[1618358400000, 1305754622.4285588]","[1618358400000, 35955275.42719684]"
21,kucoin-shares,"[1618444800000, 16.765914035454774]","[1618444800000, 1328602070.6245553]","[1618444800000, 104502177.24670717]"
22,kucoin-shares,"[1618531200000, 15.851143138760676]","[1618531200000, 1255561168.4780478]","[1618531200000, 62964832.636857875]"
23,kucoin-shares,"[1618617600000, 14.135248378670086]","[1618617600000, 1146965287.8325396]","[1618617600000, 191022128.875754]"
24,kucoin-shares,"[1618704000000, 12.813886851217653]","[1618704000000, 1006890383.1628525]","[1618704000000, 68184467.03775126]"
25,kucoin-shares,"[1618790400000, 13.831173515378351]","[1618790400000, 1096604440.0238638]","[1618790400000, 15880530.015460309]"
26,kucoin-shares,"[1618876800000, 12.214390153310632]","[1618876800000, 968449781.8544092]","[1618876800000, 23397653.20628912]"
27,kucoin-shares,"[1618963200000, 13.277161584076127]","[1618963200000, 1053360667.5108787]","[1618963200000, 93695087.56200644]"
28,kucoin-shares,"[1619049600000, 12.815274927706408]","[1619049600000, 1018555780.4092822]","[1619049600000, 65672421.91496889]"
29,kucoin-shares,"[1619136000000, 11.853337511845734]","[1619136000000, 944351658.6843587]","[1619136000000, 68275940.37014365]"
30,kucoin-shares,"[1619222400000, 11.358873720432728]","[1619222400000, 898673517.8828423]","[1619222400000, 91482806.77020124]"
31,kucoin-shares,"[1619308800000, 10.824799630616207]","[1619308800000, 864649827.1012498]","[1619308800000, 33334926.393214628]"
32,kucoin-shares,"[1619395200000, 10.460663660388581]","[1619395200000, 829373603.2466083]","[1619395200000, 47958310.80054036]"
33,kucoin-shares,"[1619481600000, 13.198014090181697]","[1619481600000, 1040423678.5127606]","[1619481600000, 78204893.01343745]"
34,kucoin-shares,"[1619568000000, 13.421091269519192]","[1619568000000, 1062650905.9431115]","[1619568000000, 43883772.835860826]"
35,kucoin-shares,"[1619654400000, 12.999742993331255]","[1619654400000, 1031649127.2562478]","[1619654400000, 43182756.04320978]"
36,kucoin-shares,"[1619740800000, 13.497853896151211]","[1619740800000, 1069474052.7439861]","[1619740800000, 41113233.44392231]"
37,kucoin-shares,"[1619827200000, 14.50372131336926]","[1619827200000, 1146280219.722298]","[1619827200000, 59515825.905299254]"
38,kucoin-shares,"[1619913600000, 15.175493427214821]","[1619913600000, 1201438153.5562968]","[1619913600000, 55016673.45182615]"
39,kucoin-shares,"[1620000000000, 14.907521307190244]","[1620000000000, 1183672080.4355116]","[1620000000000, 37351354.51621813]"
40,kucoin-shares,"[1620086400000, 15.77573434217338]","[1620086400000, 1247993714.1312237]","[1620086400000, 45243408.323650844]"
41,kucoin-shares,"[1620172800000, 13.829462586601588]","[1620172800000, 1097459215.927113]","[1620172800000, 18602218.259043857]"
42,kucoin-shares,"[1620259200000, 14.701658562938704]","[1620259200000, 1164954700.5181792]","[1620259200000, 47045676.542285964]"
43,kucoin-shares,"[1620345600000, 14.080199695108096]","[1620345600000, 1111998572.5062623]","[1620345600000, 38447817.86136808]"
44,kucoin-shares,"[1620432000000, 12.86836102039327]","[1620432000000, 1020670086.7136347]","[1620432000000, 48714928.41543629]"
45,kucoin-shares,"[1620518400000, 12.703337717317494]","[1620518400000, 1006264495.5064191]","[1620518400000, 50214909.054984935]"
46,kucoin-shares,"[1620604800000, 13.281735251811298]","[1620604800000, 1057941165.5306133]","[1620604800000, 38684494.941898495]"
47,kucoin-shares,"[1620691200000, 11.891569844302046]","[1620691200000, 942822984.2982198]","[1620691200000, 43993962.197457604]"
48,kucoin-shares,"[1620777600000, 13.22320830824655]","[1620777600000, 1034331722.5893975]","[1620777600000, 40685683.12394592]"
49,kucoin-shares,"[1620864000000, 11.466227213065578]","[1620864000000, 943556742.7539431]","[1620864000000, 45393538.44478692]"
50,kucoin-shares,"[1620950400000, 11.262586594399862]","[1620950400000, 888361763.4049916]","[1620950400000, 50272316.98173086]"
51,kucoin-shares,"[1621036800000, 11.997866877236158]","[1621036800000, 954620593.7220597]","[1621036800000, 30610346.579154428]"
52,kucoin-shares,"[1621123200000, 11.406030086432681]","[1621123200000, 894201201.4202023]","[1621123200000, 7602253.150687841]"
53,kucoin-shares,"[1621209600000, 11.112692866571994]","[1621209600000, 881069731.6865387]","[1621209600000, 5859045.01336097]"
54,kucoin-shares,"[1621296000000, 10.218291638815074]","[1621296000000, 813159024.1709963]","[1621296000000, 35640827.597616404]"
55,kucoin-shares,"[1621382400000, 10.509548974777648]","[1621382400000, 831079141.0495458]","[1621382400000, 7233176.355075184]"
56,kucoin-shares,"[1621468800000, 6.519532865888418]","[1621468800000, 527536911.3336741]","[1621468800000, 98536619.5084644]"
57,kucoin-shares,"[1621555200000, 8.135761439008858]","[1621555200000, 634631179.5083542]","[1621555200000, 58910419.30595072]"
58,kucoin-shares,"[1621641600000, 6.963931810666482]","[1621641600000, 561067481.8426242]","[1621641600000, 46096954.96550117]"
59,kucoin-shares,"[1621728000000, 7.013666087611016]","[1621728000000, 554264437.5068473]","[1621728000000, 24169310.401404567]"
60,kucoin-shares,"[1621814400000, 5.971592425314516]","[1621814400000, 470484285.9121365]","[1621814400000, 40433323.95483316]"
61,kucoin-shares,"[1621900800000, 7.2317104653787]","[1621900800000, 567008559.2875627]","[1621900800000, 34013107.01945428]"
62,kucoin-shares,"[1621987200000, 6.927037619833885]","[1621987200000, 547795224.4438554]","[1621987200000, 22557575.223043475]"
63,kucoin-shares,"[1622073600000, 7.521090169071481]","[1622073600000, 589016705.6494101]","[1622073600000, 24836676.327287436]"
64,kucoin-shares,"[1622160000000, 7.625016821233126]","[1622160000000, 601660082.6456097]","[1622160000000, 21519805.34490856]"
65,kucoin-shares,"[1622246400000, 6.749624803713622]","[1622246400000, 532793432.22529167]","[1622246400000, 18669535.093705025]"
66,kucoin-shares,"[1622332800000, 6.504397327043727]","[1622332800000, 517077438.84250593]","[1622332800000, 13789947.017434653]"
67,kucoin-shares,"[1622419200000, 6.876639363994717]","[1622419200000, 545151205.7416074]","[1622419200000, 12552534.172311688]"
68,kucoin-shares,"[1622505600000, 7.550366993543883]","[1622505600000, 595956930.5698795]","[1622505600000, 15805893.348472595]"
69,kucoin-shares,"[1622592000000, 7.4030795483808935]","[1622592000000, 583967400.9311401]","[1622592000000, 13888021.51028628]"
70,kucoin-shares,"[1622678400000, 8.277244610926946]","[1622678400000, 653378771.9870983]","[1622678400000, 19689932.053543255]"
71,kucoin-shares,"[1622764800000, 9.577947115604864]","[1622764800000, 757829696.5751247]","[1622764800000, 38723647.15595895]"
72,kucoin-shares,"[1622851200000, 8.614150898902057]","[1622851200000, 679586511.0951596]","[1622851200000, 32701819.575901974]"
73,kucoin-shares,"[1622937600000, 8.26482324446322]","[1622937600000, 652159497.4706796]","[1622937600000, 4403484.882081201]"
74,kucoin-shares,"[1623024000000, 8.559393722033265]","[1623024000000, 675650705.2689219]","[1623024000000, 11500282.153284026]"
75,kucoin-shares,"[1623110400000, 7.813049871139928]","[1623110400000, 623641330.9591672]","[1623110400000, 15542946.867241284]"
76,kucoin-shares,"[1623196800000, 8.097938901460296]","[1623196800000, 637135438.2500232]","[1623196800000, 24877170.022738174]"
77,kucoin-shares,"[1623283200000, 8.50375090676471]","[1623283200000, 671886740.7522963]","[1623283200000, 17795958.66607612]"
78,kucoin-shares,"[1623369600000, 8.101125367240968]","[1623369600000, 640763393.3129054]","[1623369600000, 15443694.191819424]"
79,kucoin-shares,"[1623456000000, 7.946166768620935]","[1623456000000, 622441249.3444654]","[1623456000000, 11035302.476779448]"
80,kucoin-shares,"[1623542400000, 8.016339383188095]","[1623542400000, 638467354.4641775]","[1623542400000, 10259113.683066515]"
81,kucoin-shares,"[1623628800000, 8.67391200602025]","[1623628800000, 684690406.193395]","[1623628800000, 10076707.514623802]"
82,kucoin-shares,"[1623715200000, 8.699222930237996]","[1623715200000, 685501912.0986567]","[1623715200000, 12007913.859201457]"
83,kucoin-shares,"[1623801600000, 8.788594332611675]","[1623801600000, 693743056.1075959]","[1623801600000, 11194958.369402891]"
84,kucoin-shares,"[1623888000000, 8.6311113035128]","[1623888000000, 678310594.6187699]","[1623888000000, 12469629.369217772]"
85,kucoin-shares,"[1623974400000, 8.903925523262545]","[1623974400000, 702846925.2405436]","[1623974400000, 18260566.730552696]"
86,kucoin-shares,"[1624060800000, 8.170593429175048]","[1624060800000, 645394306.9085715]","[1624060800000, 22713327.725569554]"
87,kucoin-shares,"[1624147200000, 8.038859686172145]","[1624147200000, 635584640.0858186]","[1624147200000, 11349727.528711332]"
88,kucoin-shares,"[1624233600000, 7.987204369150861]","[1624233600000, 629025273.6378691]","[1624233600000, 17617206.458389357]"
89,kucoin-shares,"[1624320000000, 6.279794706835991]","[1624320000000, 498065330.8557851]","[1624320000000, 18872763.30721664]"
90,kucoin-shares,"[1624406400000, 6.170740714555394]","[1624406400000, 482422208.5851458]","[1624406400000, 24872895.502552282]"
91,kucoin-shares,"[1624492800000, 6.782866841620239]","[1624492800000, 530780540.3813974]","[1624492800000, 15460682.281516058]"
92,kucoin-shares,"[1624579200000, 6.99485714411507]","[1624579200000, 545608875.3509084]","[1624579200000, 9962799.275502792]"
0,kusama,"[1616630400000, 424.12136599190325]","[1616630400000, 3894045751.9569163]","[1616630400000, 600280100.9346564]"
1,kusama,"[1616716800000, 408.91518419641255]","[1616716800000, 3662630290.8683405]","[1616716800000, 725511102.7448173]"
2,kusama,"[1616803200000, 453.9228249858775]","[1616803200000, 4061062081.667469]","[1616803200000, 431806410.8701164]"
3,kusama,"[1616889600000, 471.9327026832849]","[1616889600000, 4242874561.1110206]","[1616889600000, 619919249.0332868]"
4,kusama,"[1616976000000, 513.1064430828546]","[1616976000000, 4621914961.8173485]","[1616976000000, 485482230.32294625]"
5,kusama,"[1617062400000, 547.834483034873]","[1617062400000, 4918109409.268731]","[1617062400000, 643045467.2387064]"
6,kusama,"[1617148800000, 541.6285387699219]","[1617148800000, 4870508711.748622]","[1617148800000, 434145959.9949007]"
7,kusama,"[1617235200000, 497.0662594552694]","[1617235200000, 4457248395.854781]","[1617235200000, 603703702.802871]"
8,kusama,"[1617321600000, 463.95656268597287]","[1617321600000, 4168095829.440897]","[1617321600000, 646543098.3227788]"
9,kusama,"[1617408000000, 451.09902536525897]","[1617408000000, 4073901067.6740713]","[1617408000000, 600657807.3987057]"
10,kusama,"[1617494400000, 440.52525484167126]","[1617494400000, 3973472067.4411793]","[1617494400000, 572358703.446029]"
11,kusama,"[1617580800000, 445.87182806562373]","[1617580800000, 4001906288.4312286]","[1617580800000, 338843841.7700318]"
12,kusama,"[1617667200000, 461.68655374702496]","[1617667200000, 4144268893.1298995]","[1617667200000, 396483431.2630384]"
13,kusama,"[1617753600000, 441.3200625777554]","[1617753600000, 3987774926.670301]","[1617753600000, 414249853.64510167]"
14,kusama,"[1617840000000, 428.76154358290717]","[1617840000000, 3885191077.244659]","[1617840000000, 567449003.8215396]"
15,kusama,"[1617926400000, 461.04149619662184]","[1617926400000, 4150765696.557377]","[1617926400000, 399657988.423192]"
16,kusama,"[1618012800000, 450.5510570388892]","[1618012800000, 4042576015.442364]","[1618012800000, 273720332.5784381]"
17,kusama,"[1618099200000, 451.14384454077504]","[1618099200000, 4042507364.321049]","[1618099200000, 274354554.39818305]"
18,kusama,"[1618185600000, 439.65511752076316]","[1618185600000, 3948834702.5625157]","[1618185600000, 205886264.04950538]"
19,kusama,"[1618272000000, 423.58112345566246]","[1618272000000, 3806104695.36217]","[1618272000000, 313069739.5294983]"
20,kusama,"[1618358400000, 434.28556808812306]","[1618358400000, 3895567091.7067375]","[1618358400000, 280257176.76891273]"
21,kusama,"[1618444800000, 454.2303410635736]","[1618444800000, 4081103592.098859]","[1618444800000, 500213327.5091464]"
22,kusama,"[1618531200000, 474.7454507114999]","[1618531200000, 4234684322.4502115]","[1618531200000, 359217730.04783916]"
23,kusama,"[1618617600000, 448.16079645127263]","[1618617600000, 4027376600.876861]","[1618617600000, 352970749.1850236]"
24,kusama,"[1618704000000, 459.2536103074701]","[1618704000000, 4123298750.5917163]","[1618704000000, 321716118.83877754]"
25,kusama,"[1618790400000, 407.35701047712803]","[1618790400000, 3669801021.862247]","[1618790400000, 505536772.58077884]"
26,kusama,"[1618876800000, 368.7117002415621]","[1618876800000, 3315139523.5872154]","[1618876800000, 333876359.76025647]"
27,kusama,"[1618963200000, 381.8463345136743]","[1618963200000, 3357079568.939945]","[1618963200000, 515450448.71869344]"
28,kusama,"[1619049600000, 352.0452459205988]","[1619049600000, 3186447967.30804]","[1619049600000, 297535388.4239577]"
29,kusama,"[1619136000000, 352.1527177998958]","[1619136000000, 3182044626.09029]","[1619136000000, 357250126.71711195]"
30,kusama,"[1619222400000, 333.65956771601054]","[1619222400000, 2990003112.5443306]","[1619222400000, 439877987.97627306]"
31,kusama,"[1619308800000, 303.2251140941135]","[1619308800000, 2727407619.501467]","[1619308800000, 221145736.58433366]"
32,kusama,"[1619395200000, 316.42705488024035]","[1619395200000, 2844457450.650859]","[1619395200000, 217258316.0431646]"
33,kusama,"[1619481600000, 394.1644331092777]","[1619481600000, 3525713287.0481277]","[1619481600000, 383576088.6488038]"
34,kusama,"[1619568000000, 396.18514909793294]","[1619568000000, 3569554927.515686]","[1619568000000, 312572454.90719366]"
35,kusama,"[1619654400000, 393.22406621949085]","[1619654400000, 3523374704.6868863]","[1619654400000, 285063511.97970986]"
36,kusama,"[1619740800000, 385.01629551029674]","[1619740800000, 3452860622.49593]","[1619740800000, 259159782.78380978]"
37,kusama,"[1619827200000, 407.6615183760274]","[1619827200000, 3655791327.1957283]","[1619827200000, 310638023.4703528]"
38,kusama,"[1619913600000, 420.84895108738124]","[1619913600000, 3774253728.914875]","[1619913600000, 225984989.76231337]"
39,kusama,"[1620000000000, 413.6745983923182]","[1620000000000, 3688228793.118416]","[1620000000000, 284914587.63506085]"
40,kusama,"[1620086400000, 423.0841243597202]","[1620086400000, 3783676900.886006]","[1620086400000, 266503898.30782622]"
41,kusama,"[1620172800000, 388.1791573242894]","[1620172800000, 3537071409.900277]","[1620172800000, 347375427.36588746]"
42,kusama,"[1620259200000, 429.72213645992247]","[1620259200000, 3863641809.0409055]","[1620259200000, 274311238.70536125]"
43,kusama,"[1620345600000, 444.45511116586533]","[1620345600000, 3983446567.25205]","[1620345600000, 361151306.1035953]"
44,kusama,"[1620432000000, 432.6676070750569]","[1620432000000, 3886379644.050869]","[1620432000000, 315882422.2542863]"
45,kusama,"[1620518400000, 435.2576928394416]","[1620518400000, 3902686252.8923855]","[1620518400000, 271890348.8152582]"
46,kusama,"[1620604800000, 449.2076845249714]","[1620604800000, 4047974081.3189144]","[1620604800000, 238133588.56437752]"
47,kusama,"[1620691200000, 414.4423571612904]","[1620691200000, 3728692247.725454]","[1620691200000, 300876235.13302696]"
48,kusama,"[1620777600000, 439.86094241485375]","[1620777600000, 3941221745.3822994]","[1620777600000, 263232443.71454832]"
49,kusama,"[1620864000000, 470.0973374073697]","[1620864000000, 4381312297.566348]","[1620864000000, 783143265.933337]"
50,kusama,"[1620950400000, 531.9656059153523]","[1620950400000, 4757860989.1687155]","[1620950400000, 1630285146.4147165]"
51,kusama,"[1621036800000, 588.955817498914]","[1621036800000, 5245288439.348409]","[1621036800000, 736482735.368296]"
52,kusama,"[1621123200000, 540.8865635781752]","[1621123200000, 4849243670.606652]","[1621123200000, 739612696.2119331]"
53,kusama,"[1621209600000, 543.8930872691835]","[1621209600000, 4859272774.181806]","[1621209600000, 649458197.5514399]"
54,kusama,"[1621296000000, 575.2708395898389]","[1621296000000, 5194296839.954852]","[1621296000000, 933095764.0105927]"
55,kusama,"[1621382400000, 596.1582250815957]","[1621382400000, 5391747891.945104]","[1621382400000, 699870603.2113488]"
56,kusama,"[1621468800000, 351.79377113948647]","[1621468800000, 3300611152.3419113]","[1621468800000, 991858725.4826192]"
57,kusama,"[1621555200000, 386.9282450107378]","[1621555200000, 3466716959.3728113]","[1621555200000, 874163049.5253546]"
58,kusama,"[1621641600000, 334.5198834452191]","[1621641600000, 2956407635.4284096]","[1621641600000, 705112929.0728347]"
59,kusama,"[1621728000000, 315.82520882144127]","[1621728000000, 2827451797.6779475]","[1621728000000, 370661718.9743021]"
60,kusama,"[1621814400000, 263.3745337929248]","[1621814400000, 2349556704.9867134]","[1621814400000, 500772804.35963964]"
61,kusama,"[1621900800000, 345.95725148559444]","[1621900800000, 3069912102.289376]","[1621900800000, 474023903.37378025]"
62,kusama,"[1621987200000, 320.45949491910034]","[1621987200000, 2884375688.460857]","[1621987200000, 481942201.7711416]"
63,kusama,"[1622073600000, 342.20815717330476]","[1622073600000, 3064011462.617593]","[1622073600000, 360980881.21345085]"
64,kusama,"[1622160000000, 314.8945474804579]","[1622160000000, 2839529100.993559]","[1622160000000, 256916542.84872746]"
65,kusama,"[1622246400000, 289.0725610986239]","[1622246400000, 2596896485.720904]","[1622246400000, 336267870.4885333]"
66,kusama,"[1622332800000, 298.1104029308493]","[1622332800000, 2684637429.642219]","[1622332800000, 235224556.46188003]"
67,kusama,"[1622419200000, 310.36318267877704]","[1622419200000, 2796640911.5268826]","[1622419200000, 251110397.1503189]"
68,kusama,"[1622505600000, 371.3557517902533]","[1622505600000, 3361465283.0291]","[1622505600000, 340783456.2615477]"
69,kusama,"[1622592000000, 367.89107045493296]","[1622592000000, 3307262553.158931]","[1622592000000, 318293124.71643513]"
70,kusama,"[1622678400000, 450.32007853670626]","[1622678400000, 4065377837.097837]","[1622678400000, 548810822.3988051]"
71,kusama,"[1622764800000, 467.5731058268831]","[1622764800000, 4213464718.256473]","[1622764800000, 480116415.0174559]"
72,kusama,"[1622851200000, 418.51279590865914]","[1622851200000, 3737957052.282412]","[1622851200000, 601294431.288098]"
73,kusama,"[1622937600000, 402.06215032732683]","[1622937600000, 3604622278.3458796]","[1622937600000, 367787077.03442425]"
74,kusama,"[1623024000000, 417.4254634466258]","[1623024000000, 3744582916.9531693]","[1623024000000, 204959551.62397027]"
75,kusama,"[1623110400000, 376.76233010051374]","[1623110400000, 3427278589.926785]","[1623110400000, 324926397.8731262]"
76,kusama,"[1623196800000, 417.08542727924356]","[1623196800000, 3762741650.8995547]","[1623196800000, 712238075.5128812]"
77,kusama,"[1623283200000, 514.7658362638338]","[1623283200000, 4599287822.632565]","[1623283200000, 770722355.9135642]"
78,kusama,"[1623369600000, 474.2201776601921]","[1623369600000, 4258501195.1279345]","[1623369600000, 851569700.1930137]"
79,kusama,"[1623456000000, 414.986864501443]","[1623456000000, 3716544331.904401]","[1623456000000, 456437323.25275797]"
80,kusama,"[1623542400000, 399.74229655102914]","[1623542400000, 3611099074.9999905]","[1623542400000, 430749211.71046084]"
81,kusama,"[1623628800000, 436.1254962704306]","[1623628800000, 3903226051.9433312]","[1623628800000, 377832881.44892967]"
82,kusama,"[1623715200000, 430.71594100131233]","[1623715200000, 3872266692.010394]","[1623715200000, 437710060.1395122]"
83,kusama,"[1623801600000, 389.35737894556024]","[1623801600000, 3500294516.447951]","[1623801600000, 362841620.18474305]"
84,kusama,"[1623888000000, 362.3444137233758]","[1623888000000, 3245714742.9834633]","[1623888000000, 358382544.21180505]"
85,kusama,"[1623974400000, 349.3070025582933]","[1623974400000, 3116867697.0334716]","[1623974400000, 238303919.74262044]"
86,kusama,"[1624060800000, 315.1404022295867]","[1624060800000, 2830416349.9381876]","[1624060800000, 275163268.0826892]"
87,kusama,"[1624147200000, 301.8239719337885]","[1624147200000, 2708087466.003368]","[1624147200000, 201435561.7263098]"
88,kusama,"[1624233600000, 302.0626622460364]","[1624233600000, 2711674603.9629893]","[1624233600000, 268859059.18487763]"
89,kusama,"[1624320000000, 211.48122321150714]","[1624320000000, 1952331605.7229521]","[1624320000000, 364893520.61303884]"
90,kusama,"[1624406400000, 180.92460174619566]","[1624406400000, 1618590920.5978868]","[1624406400000, 475123883.3351006]"
91,kusama,"[1624492800000, 204.03995577523588]","[1624492800000, 1830185803.1104827]","[1624492800000, 324211611.5771756]"
92,kusama,"[1624579200000, 205.4948798675517]","[1624579200000, 1849391925.37557]","[1624579200000, 235899477.4633287]"
0,liquity-usd,"[1617580800000, 1.067829142189632]","[1617580800000, 115412464.62584098]","[1617580800000, 14102358.80440385]"
1,liquity-usd,"[1617667200000, 1.067829142189632]","[1617667200000, 115412464.62584098]","[1617667200000, 14102358.80440385]"
2,liquity-usd,"[1617753600000, 1.0392732264412947]","[1617753600000, 234010866.23529187]","[1617753600000, 18935143.020268235]"
3,liquity-usd,"[1617840000000, 1.0161596630514895]","[1617840000000, 250007341.41343743]","[1617840000000, 7032222.422246026]"
4,liquity-usd,"[1617926400000, 1.0328986822255186]","[1617926400000, 266638916.42125756]","[1617926400000, 6348106.313465875]"
5,liquity-usd,"[1618012800000, 1.0160708658643585]","[1618012800000, 269995861.83124506]","[1618012800000, 6241121.37280238]"
6,liquity-usd,"[1618099200000, 1.0202656137057287]","[1618099200000, 274756754.0660317]","[1618099200000, 11873411.601971112]"
7,liquity-usd,"[1618185600000, 1.0230888294030849]","[1618185600000, 281891355.9523023]","[1618185600000, 3214580.9126302497]"
8,liquity-usd,"[1618272000000, 1.0262859918396388]","[1618272000000, 325585611.01369405]","[1618272000000, 7318289.001804738]"
9,liquity-usd,"[1618358400000, 1.0274396868065923]","[1618358400000, 367465987.2687758]","[1618358400000, 7188450.766022014]"
10,liquity-usd,"[1618444800000, 1.0371891774288]","[1618444800000, 458438573.25866884]","[1618444800000, 16904477.485199228]"
11,liquity-usd,"[1618531200000, 1.0303967734891704]","[1618531200000, 533768776.49112684]","[1618531200000, 14476474.179634105]"
12,liquity-usd,"[1618617600000, 1.0286398445115488]","[1618617600000, 554428770.2025685]","[1618617600000, 7881734.197749119]"
13,liquity-usd,"[1618704000000, 1.0020867403522715]","[1618704000000, 555234823.1523194]","[1618704000000, 9751708.692811226]"
14,liquity-usd,"[1618790400000, 1.0110997786765403]","[1618790400000, 1239533692.5607922]","[1618790400000, 30937565.66624452]"
15,liquity-usd,"[1618876800000, 1.0093073425319283]","[1618876800000, 1230178974.647129]","[1618876800000, 17029411.82245866]"
16,liquity-usd,"[1618963200000, 1.0051144417762339]","[1618963200000, 1213309315.7848723]","[1618963200000, 14168027.929735597]"
17,liquity-usd,"[1619049600000, 1.0113637094652532]","[1619049600000, 1226872183.4669952]","[1619049600000, 16385832.839231212]"
18,liquity-usd,"[1619136000000, 1.0198819156468388]","[1619136000000, 1445258784.145786]","[1619136000000, 31305243.96634671]"
19,liquity-usd,"[1619222400000, 1.0234967101802273]","[1619222400000, 1452103980.202206]","[1619222400000, 64551006.75248359]"
