,id,prices,market_caps,total_volumes
0,avalanche-2,"[1616630400000, 26.053184110042988]","[1616630400000, 3345930074.9885716]","[1616630400000, 338153949.62149525]"
1,avalanche-2,"[1616716800000, 25.768828212177734]","[1616716800000, 3267591871.3502626]","[1616716800000, 330827514.10394925]"
2,avalanche-2,"[1616803200000, 28.15734922216305]","[1616803200000, 3594381859.9583316]","[1616803200000, 230776170.83686236]"
3,avalanche-2,"[1616889600000, 27.67157136533701]","[1616889600000, 3550332621.3520665]","[1616889600000, 169854417.50014177]"
4,avalanche-2,"[1616976000000, 28.624516804103145]","[1616976000000, 3650238012.0904694]","[1616976000000, 228476510.1166219]"
5,avalanche-2,"[1617062400000, 29.600558910849777]","[1617062400000, 3804266244.0201573]","[1617062400000, 219703944.8350976]"
6,avalanche-2,"[1617148800000, 29.62185815751755]","[1617148800000, 3790153625.7350087]","[1617148800000, 221563714.6856491]"
7,avalanche-2,"[1617235200000, 28.649511340932087]","[1617235200000, 3667524624.1772633]","[1617235200000, 224818137.61054862]"
8,avalanche-2,"[1617321600000, 28.352805253336]","[1617321600000, 3628818616.8417006]","[1617321600000, 179940714.24838203]"
9,avalanche-2,"[1617408000000, 28.920741371353532]","[1617408000000, 3703609746.4137344]","[1617408000000, 177255510.81359163]"
10,avalanche-2,"[1617494400000, 28.203242721417254]","[1617494400000, 3614941150.090654]","[1617494400000, 426224466.8292235]"
11,avalanche-2,"[1617580800000, 29.258499534139006]","[1617580800000, 3748901258.8338666]","[1617580800000, 203736404.48602337]"
12,avalanche-2,"[1617667200000, 31.15764993777871]","[1617667200000, 3988965459.3844404]","[1617667200000, 423543959.12471753]"
13,avalanche-2,"[1617753600000, 31.6387730003081]","[1617753600000, 4064413025.4978065]","[1617753600000, 402859806.21853745]"
14,avalanche-2,"[1617840000000, 29.581033707640348]","[1617840000000, 3822599952.0515046]","[1617840000000, 333267898.70347536]"
15,avalanche-2,"[1617926400000, 30.762516784121452]","[1617926400000, 3934463236.1451817]","[1617926400000, 209480602.2958724]"
16,avalanche-2,"[1618012800000, 31.471558327453188]","[1618012800000, 4030114768.9579134]","[1618012800000, 268529509.857372]"
17,avalanche-2,"[1618099200000, 32.07559498535796]","[1618099200000, 4114354954.070793]","[1618099200000, 374040339.45845217]"
18,avalanche-2,"[1618185600000, 31.480290902554973]","[1618185600000, 4045289666.257441]","[1618185600000, 205287732.04654288]"
19,avalanche-2,"[1618272000000, 33.88869894296564]","[1618272000000, 4350727543.060595]","[1618272000000, 465865354.31176776]"
20,avalanche-2,"[1618358400000, 33.88377657532517]","[1618358400000, 4343560124.996935]","[1618358400000, 366725297.1673147]"
21,avalanche-2,"[1618444800000, 38.516381594175485]","[1618444800000, 4961307642.406858]","[1618444800000, 938295404.8147668]"
22,avalanche-2,"[1618531200000, 37.130825856708775]","[1618531200000, 4767391064.9070015]","[1618531200000, 576835317.7863458]"
23,avalanche-2,"[1618617600000, 35.2626492641124]","[1618617600000, 4550206528.436206]","[1618617600000, 423577088.8499272]"
24,avalanche-2,"[1618704000000, 34.25197323608631]","[1618704000000, 4408303670.943454]","[1618704000000, 301177193.11705863]"
25,avalanche-2,"[1618790400000, 29.2792826582362]","[1618790400000, 3765597554.614512]","[1618790400000, 579381109.8847109]"
26,avalanche-2,"[1618876800000, 26.51633343371477]","[1618876800000, 3412628582.4499083]","[1618876800000, 316019091.0459517]"
27,avalanche-2,"[1618963200000, 27.221395301681955]","[1618963200000, 3513993514.4128137]","[1618963200000, 323253556.6640463]"
28,avalanche-2,"[1619049600000, 26.108340905203118]","[1619049600000, 3386392910.987539]","[1619049600000, 281165176.54416627]"
29,avalanche-2,"[1619136000000, 24.193198137772097]","[1619136000000, 3122553330.869511]","[1619136000000, 301041557.7673158]"
30,avalanche-2,"[1619222400000, 23.536121345140074]","[1619222400000, 3020637110.8783255]","[1619222400000, 363249177.50870264]"
31,avalanche-2,"[1619308800000, 21.777279381506073]","[1619308800000, 2827395699.2906504]","[1619308800000, 184145561.6293585]"
32,avalanche-2,"[1619395200000, 21.50514444673564]","[1619395200000, 2762123911.0471134]","[1619395200000, 141275581.2659282]"
33,avalanche-2,"[1619481600000, 26.22744871707413]","[1619481600000, 3360216107.3917956]","[1619481600000, 260578636.22832766]"
34,avalanche-2,"[1619568000000, 27.590045746375115]","[1619568000000, 3552417979.1175704]","[1619568000000, 221928172.9493424]"
35,avalanche-2,"[1619654400000, 28.38057879190039]","[1619654400000, 3651668306.55792]","[1619654400000, 277058343.56552505]"
36,avalanche-2,"[1619740800000, 28.011404559210863]","[1619740800000, 3618611690.5758147]","[1619740800000, 253046449.40736306]"
37,avalanche-2,"[1619827200000, 32.87361571668135]","[1619827200000, 4207796400.048865]","[1619827200000, 473821081.5676769]"
38,avalanche-2,"[1619913600000, 31.83887538844901]","[1619913600000, 4113040049.6581416]","[1619913600000, 517110886.44768643]"
39,avalanche-2,"[1620000000000, 31.30077874087277]","[1620000000000, 4024642460.529015]","[1620000000000, 279840964.3043837]"
40,avalanche-2,"[1620086400000, 36.02053644107485]","[1620086400000, 4632809115.471254]","[1620086400000, 626327133.7186668]"
41,avalanche-2,"[1620172800000, 30.477425533830655]","[1620172800000, 3946615836.216188]","[1620172800000, 417038602.09070796]"
42,avalanche-2,"[1620259200000, 35.35734224274425]","[1620259200000, 4561814156.233879]","[1620259200000, 266094761.4489015]"
43,avalanche-2,"[1620345600000, 37.99576748246954]","[1620345600000, 4887941649.743038]","[1620345600000, 469600110.23071206]"
44,avalanche-2,"[1620432000000, 38.24824301705053]","[1620432000000, 4929607619.567562]","[1620432000000, 673472110.85109]"
45,avalanche-2,"[1620518400000, 38.39548288254306]","[1620518400000, 4948723703.463895]","[1620518400000, 276293453.14697516]"
46,avalanche-2,"[1620604800000, 39.06701826894676]","[1620604800000, 5007421179.676972]","[1620604800000, 287333690.25970376]"
47,avalanche-2,"[1620691200000, 34.924303068576165]","[1620691200000, 4509349122.2778225]","[1620691200000, 516365754.36653215]"
48,avalanche-2,"[1620777600000, 37.17524430469056]","[1620777600000, 4772825464.801782]","[1620777600000, 346412805.8696742]"
49,avalanche-2,"[1620864000000, 33.4787959998622]","[1620864000000, 4552216260.726946]","[1620864000000, 627072756.4393809]"
50,avalanche-2,"[1620950400000, 35.04553260694779]","[1620950400000, 4435737241.656202]","[1620950400000, 558904348.2719007]"
51,avalanche-2,"[1621036800000, 37.16658831410479]","[1621036800000, 4776624358.453818]","[1621036800000, 422257216.836676]"
52,avalanche-2,"[1621123200000, 34.47587959792063]","[1621123200000, 4459775094.314252]","[1621123200000, 572957487.1037196]"
53,avalanche-2,"[1621209600000, 36.180002165317056]","[1621209600000, 4645139397.748668]","[1621209600000, 595249553.1811095]"
54,avalanche-2,"[1621296000000, 33.567339487428264]","[1621296000000, 4376339185.087632]","[1621296000000, 524528860.56920546]"
55,avalanche-2,"[1621382400000, 36.831548268760855]","[1621382400000, 4691253616.5686865]","[1621382400000, 454537735.89624524]"
56,avalanche-2,"[1621468800000, 23.938405754256916]","[1621468800000, 3147719253.4954915]","[1621468800000, 725492322.4154593]"
57,avalanche-2,"[1621555200000, 24.951411424044355]","[1621555200000, 3213828553.9803147]","[1621555200000, 439772793.02975297]"
58,avalanche-2,"[1621641600000, 21.7594847330305]","[1621641600000, 2790385622.598601]","[1621641600000, 323128249.21680933]"
59,avalanche-2,"[1621728000000, 18.869815321404793]","[1621728000000, 2438234418.0908175]","[1621728000000, 192281707.47663826]"
60,avalanche-2,"[1621814400000, 15.88098195110946]","[1621814400000, 2041886573.8670611]","[1621814400000, 324565112.4037476]"
61,avalanche-2,"[1621900800000, 19.351895194004324]","[1621900800000, 2506451157.742522]","[1621900800000, 319094870.19067025]"
62,avalanche-2,"[1621987200000, 19.497741248016307]","[1621987200000, 2532493078.0033445]","[1621987200000, 230025913.19100344]"
63,avalanche-2,"[1622073600000, 20.835907241473308]","[1622073600000, 2679286494.72359]","[1622073600000, 228359717.38723347]"
64,avalanche-2,"[1622160000000, 19.083272550301103]","[1622160000000, 2483878922.287402]","[1622160000000, 155195303.00046673]"
65,avalanche-2,"[1622246400000, 16.83857943912863]","[1622246400000, 2186094070.5359745]","[1622246400000, 159354633.67136985]"
66,avalanche-2,"[1622332800000, 16.18824483090784]","[1622332800000, 2114758160.381429]","[1622332800000, 102432769.49294424]"
67,avalanche-2,"[1622419200000, 16.50800967730034]","[1622419200000, 2145425505.8143086]","[1622419200000, 79071200.59334275]"
68,avalanche-2,"[1622505600000, 18.07312492336038]","[1622505600000, 2353206153.5757246]","[1622505600000, 102016798.0440714]"
69,avalanche-2,"[1622592000000, 17.819336612889675]","[1622592000000, 2324888175.721887]","[1622592000000, 95158358.82394269]"
70,avalanche-2,"[1622678400000, 18.740486656539]","[1622678400000, 2444614509.8610964]","[1622678400000, 118743410.66092943]"
71,avalanche-2,"[1622764800000, 20.26487940080013]","[1622764800000, 2659208521.907187]","[1622764800000, 138838327.91539803]"
72,avalanche-2,"[1622851200000, 18.26917419828292]","[1622851200000, 2388789630.0315022]","[1622851200000, 130131982.30481091]"
73,avalanche-2,"[1622937600000, 17.145530478676655]","[1622937600000, 2236462223.7562146]","[1622937600000, 106947811.76107301]"
74,avalanche-2,"[1623024000000, 17.40685571336171]","[1623024000000, 2268194432.7625027]","[1623024000000, 55449625.55530477]"
75,avalanche-2,"[1623110400000, 15.370267178714089]","[1623110400000, 2665865012.952466]","[1623110400000, 150139153.4265329]"
76,avalanche-2,"[1623196800000, 14.862452395149687]","[1623196800000, 2562659411.9361844]","[1623196800000, 147281949.88847342]"
77,avalanche-2,"[1623283200000, 15.360058958912425]","[1623283200000, 2648519211.9450064]","[1623283200000, 128547102.1919657]"
78,avalanche-2,"[1623369600000, 14.197480798043506]","[1623369600000, 2460165965.46623]","[1623369600000, 106540918.39861615]"
79,avalanche-2,"[1623456000000, 13.4428618589502]","[1623456000000, 2317772711.1909094]","[1623456000000, 94662491.78348278]"
80,avalanche-2,"[1623542400000, 13.62576969363913]","[1623542400000, 2362565807.542536]","[1623542400000, 97952798.92975728]"
81,avalanche-2,"[1623628800000, 14.806039901754346]","[1623628800000, 2539431832.8260503]","[1623628800000, 115599101.42754157]"
82,avalanche-2,"[1623715200000, 15.127537288450215]","[1623715200000, 2608466642.3346424]","[1623715200000, 108610604.31535152]"
83,avalanche-2,"[1623801600000, 14.821299355540615]","[1623801600000, 2559572981.306809]","[1623801600000, 101565623.97048505]"
84,avalanche-2,"[1623888000000, 14.015935398998028]","[1623888000000, 2409672158.1831765]","[1623888000000, 98010447.83910854]"
85,avalanche-2,"[1623974400000, 14.864389472484927]","[1623974400000, 2553417108.576602]","[1623974400000, 127140118.492252]"
86,avalanche-2,"[1624060800000, 13.635180104142895]","[1624060800000, 2352892932.6817546]","[1624060800000, 92381824.59044577]"
87,avalanche-2,"[1624147200000, 13.449009507887489]","[1624147200000, 2322198706.428656]","[1624147200000, 45214966.56843575]"
88,avalanche-2,"[1624233600000, 13.97338101662488]","[1624233600000, 2408546156.075574]","[1624233600000, 67234330.28908692]"
89,avalanche-2,"[1624320000000, 11.271998612206469]","[1624320000000, 1976836813.3346934]","[1624320000000, 103211568.60676563]"
90,avalanche-2,"[1624406400000, 10.560092708972908]","[1624406400000, 1812727423.6476133]","[1624406400000, 135535139.72419712]"
91,avalanche-2,"[1624492800000, 11.443675613313424]","[1624492800000, 1971198828.3166714]","[1624492800000, 87322668.70803922]"
92,avalanche-2,"[1624579200000, 11.494056109855673]","[1624579200000, 1983197983.9183917]","[1624579200000, 63091040.91376546]"
0,bancor,"[1616630400000, 6.828513069230691]","[1616630400000, 1171334074.6263058]","[1616630400000, 204111311.2694547]"
1,bancor,"[1616716800000, 6.762973419267828]","[1616716800000, 1158429174.0138738]","[1616716800000, 167936110.88491836]"
2,bancor,"[1616803200000, 7.297182183047056]","[1616803200000, 1250029317.3845627]","[1616803200000, 129451725.4269707]"
3,bancor,"[1616889600000, 7.201528627135342]","[1616889600000, 1252870570.0913355]","[1616889600000, 119528856.20356956]"
4,bancor,"[1616976000000, 7.1413821844962175]","[1616976000000, 1234692230.5725167]","[1616976000000, 121486341.97817864]"
5,bancor,"[1617062400000, 7.480513020516305]","[1617062400000, 1289600412.8723292]","[1617062400000, 71020453.5542712]"
6,bancor,"[1617148800000, 7.388741737640485]","[1617148800000, 1273152243.5002513]","[1617148800000, 120489372.2382866]"
7,bancor,"[1617235200000, 7.415718700933328]","[1617235200000, 1283734468.119222]","[1617235200000, 185341231.31348282]"
8,bancor,"[1617321600000, 7.5711925645658225]","[1617321600000, 1309658852.3607297]","[1617321600000, 158948229.52970803]"
9,bancor,"[1617408000000, 7.866678528302141]","[1617408000000, 1363467740.6838512]","[1617408000000, 158733640.9406674]"
10,bancor,"[1617494400000, 7.351302754577307]","[1617494400000, 1282007732.2077792]","[1617494400000, 150343548.67196766]"
11,bancor,"[1617580800000, 7.606421981942961]","[1617580800000, 1322029904.1476822]","[1617580800000, 113632294.72040597]"
12,bancor,"[1617667200000, 7.667809492745387]","[1617667200000, 1335638635.2088091]","[1617667200000, 146549119.7925112]"
13,bancor,"[1617753600000, 7.701981000494502]","[1617753600000, 1347139358.5610936]","[1617753600000, 184389240.64377305]"
14,bancor,"[1617840000000, 7.123511374967596]","[1617840000000, 1250257174.3393717]","[1617840000000, 212975605.88175356]"
15,bancor,"[1617926400000, 7.398200773722045]","[1617926400000, 1297092925.5556295]","[1617926400000, 134968421.9742409]"
16,bancor,"[1618012800000, 7.238123840897937]","[1618012800000, 1273623872.199044]","[1618012800000, 141795970.34252277]"
17,bancor,"[1618099200000, 7.1499414443730185]","[1618099200000, 1276555701.728354]","[1618099200000, 149322076.20478305]"
18,bancor,"[1618185600000, 7.063258773864071]","[1618185600000, 1263315543.4747837]","[1618185600000, 123332765.97389662]"
19,bancor,"[1618272000000, 6.947896316531355]","[1618272000000, 1239964264.8100634]","[1618272000000, 161288047.7804055]"
20,bancor,"[1618358400000, 7.166620057259463]","[1618358400000, 1277072511.4364705]","[1618358400000, 175946439.70582446]"
21,bancor,"[1618444800000, 7.531818254348832]","[1618444800000, 1347719202.5489652]","[1618444800000, 246312569.0085154]"
22,bancor,"[1618531200000, 8.050182405004918]","[1618531200000, 1434433576.525596]","[1618531200000, 272840617.98409116]"
23,bancor,"[1618617600000, 7.752311207793249]","[1618617600000, 1382796051.1119761]","[1618617600000, 230181922.0196366]"
24,bancor,"[1618704000000, 7.491516967136531]","[1618704000000, 1345782141.3049948]","[1618704000000, 140493517.53153768]"
25,bancor,"[1618790400000, 7.012649549472978]","[1618790400000, 1258160735.8650017]","[1618790400000, 310510605.56328446]"
26,bancor,"[1618876800000, 6.59966834075741]","[1618876800000, 1190802761.6947398]","[1618876800000, 212514540.48647237]"
27,bancor,"[1618963200000, 6.77485938583982]","[1618963200000, 1215430981.8303447]","[1618963200000, 220720616.31864348]"
28,bancor,"[1619049600000, 6.621746024930488]","[1619049600000, 1192984429.5742958]","[1619049600000, 137801467.1501904]"
29,bancor,"[1619136000000, 6.4561287383306265]","[1619136000000, 1166791349.3176248]","[1619136000000, 246213096.6503043]"
30,bancor,"[1619222400000, 6.313510416006567]","[1619222400000, 1147844334.143153]","[1619222400000, 202284052.8895001]"
31,bancor,"[1619308800000, 5.8848473931439385]","[1619308800000, 1099183327.6492786]","[1619308800000, 79106148.48457184]"
32,bancor,"[1619395200000, 5.751301757303835]","[1619395200000, 1072486502.3513137]","[1619395200000, 148649684.1612065]"
33,bancor,"[1619481600000, 6.417453173777764]","[1619481600000, 1187328821.182896]","[1619481600000, 191524396.93604168]"
34,bancor,"[1619568000000, 6.651850070229432]","[1619568000000, 1240426301.6386123]","[1619568000000, 175948098.1351181]"
35,bancor,"[1619654400000, 6.6429471204031065]","[1619654400000, 1233639127.1178691]","[1619654400000, 185645273.90060934]"
36,bancor,"[1619740800000, 6.70911960789471]","[1619740800000, 1252582496.5736377]","[1619740800000, 224091238.14713794]"
37,bancor,"[1619827200000, 6.875780650527758]","[1619827200000, 1319299224.9794636]","[1619827200000, 242671568.1877072]"
38,bancor,"[1619913600000, 7.116768709948305]","[1619913600000, 1366425355.7221422]","[1619913600000, 176117919.93136597]"
39,bancor,"[1620000000000, 6.962690936571361]","[1620000000000, 1334188244.2695074]","[1620000000000, 125582259.66030121]"
40,bancor,"[1620086400000, 7.442444269978965]","[1620086400000, 1428017821.6514769]","[1620086400000, 175880128.8519174]"
41,bancor,"[1620172800000, 7.0730084932720665]","[1620172800000, 1378525143.1290703]","[1620172800000, 283012353.3238779]"
42,bancor,"[1620259200000, 7.721508659500256]","[1620259200000, 1497722239.2290823]","[1620259200000, 247380567.3092342]"
43,bancor,"[1620345600000, 7.5498797292712725]","[1620345600000, 1469294089.5318959]","[1620345600000, 189427746.77238128]"
44,bancor,"[1620432000000, 7.648061222219849]","[1620432000000, 1486832727.8160572]","[1620432000000, 210282980.97580993]"
45,bancor,"[1620518400000, 7.962603019428102]","[1620518400000, 1545590105.4521563]","[1620518400000, 152484371.3218939]"
46,bancor,"[1620604800000, 8.138181655160752]","[1620604800000, 1586150622.4642704]","[1620604800000, 324866132.49493605]"
47,bancor,"[1620691200000, 7.598896011719313]","[1620691200000, 1489690773.127695]","[1620691200000, 266650768.14763442]"
48,bancor,"[1620777600000, 7.881878610069083]","[1620777600000, 1547568659.63602]","[1620777600000, 122429545.81126012]"
49,bancor,"[1620864000000, 7.412216445519052]","[1620864000000, 1472537563.0814147]","[1620864000000, 210371303.72592786]"
50,bancor,"[1620950400000, 7.039821860069408]","[1620950400000, 1377221237.8028374]","[1620950400000, 329834086.78179604]"
51,bancor,"[1621036800000, 7.565589422162305]","[1621036800000, 1484573965.7150433]","[1621036800000, 186773327.44220725]"
52,bancor,"[1621123200000, 6.865451539943425]","[1621123200000, 1347189426.1928053]","[1621123200000, 207861130.77905214]"
53,bancor,"[1621209600000, 6.775575583774694]","[1621209600000, 1329589152.222729]","[1621209600000, 182692285.0024386]"
54,bancor,"[1621296000000, 6.216728607392005]","[1621296000000, 1241291276.6464128]","[1621296000000, 242796796.30386356]"
55,bancor,"[1621382400000, 6.612293387405533]","[1621382400000, 1309803469.3608847]","[1621382400000, 227371289.75228313]"
56,bancor,"[1621468800000, 4.918829224452896]","[1621468800000, 994488061.1011534]","[1621468800000, 565898005.8050942]"
57,bancor,"[1621555200000, 5.322855542450267]","[1621555200000, 1054005476.1160716]","[1621555200000, 393004211.95253533]"
58,bancor,"[1621641600000, 4.555865559700291]","[1621641600000, 897399064.9641464]","[1621641600000, 257653819.47852913]"
59,bancor,"[1621728000000, 4.2855797968387535]","[1621728000000, 853257139.3153002]","[1621728000000, 189970531.180423]"
60,bancor,"[1621814400000, 3.7486725440570514]","[1621814400000, 728470921.3379804]","[1621814400000, 355383528.93210715]"
61,bancor,"[1621900800000, 4.60484930540256]","[1621900800000, 900913949.2979264]","[1621900800000, 384966565.14440656]"
62,bancor,"[1621987200000, 4.666327498684654]","[1621987200000, 922054242.7640609]","[1621987200000, 243754044.6760406]"
63,bancor,"[1622073600000, 5.147625840524678]","[1622073600000, 1023583694.0071946]","[1622073600000, 194330547.56639856]"
64,bancor,"[1622160000000, 4.9242486085555015]","[1622160000000, 1004447983.5979235]","[1622160000000, 151295939.13653255]"
65,bancor,"[1622246400000, 4.413055402877188]","[1622246400000, 895474439.4173417]","[1622246400000, 139184302.90515047]"
66,bancor,"[1622332800000, 4.103155494985492]","[1622332800000, 835275238.0093114]","[1622332800000, 127029890.17907715]"
67,bancor,"[1622419200000, 4.3123080797601645]","[1622419200000, 874167701.8042678]","[1622419200000, 132538266.74026844]"
68,bancor,"[1622505600000, 4.752239160699429]","[1622505600000, 963286080.1844423]","[1622505600000, 31103520.149526957]"
69,bancor,"[1622592000000, 4.628422739231423]","[1622592000000, 938501873.1594619]","[1622592000000, 25929347.36592454]"
70,bancor,"[1622678400000, 4.697973943839244]","[1622678400000, 948389389.7096453]","[1622678400000, 20189214.15051807]"
71,bancor,"[1622764800000, 4.932688466201873]","[1622764800000, 995372131.7209371]","[1622764800000, 26724955.943910945]"
72,bancor,"[1622851200000, 4.560259718391355]","[1622851200000, 920943037.1872694]","[1622851200000, 26603282.433096994]"
73,bancor,"[1622937600000, 4.416432049543133]","[1622937600000, 889510957.7977922]","[1622937600000, 25011545.195785765]"
74,bancor,"[1623024000000, 4.468048244109751]","[1623024000000, 903886154.8919755]","[1623024000000, 27210165.04485829]"
75,bancor,"[1623110400000, 4.1840697384747445]","[1623110400000, 851745222.0844411]","[1623110400000, 23723650.489257198]"
76,bancor,"[1623196800000, 4.1157970360563905]","[1623196800000, 834496780.2993299]","[1623196800000, 33045079.60016366]"
77,bancor,"[1623283200000, 4.27783813008608]","[1623283200000, 885048078.099219]","[1623283200000, 36134263.56523376]"
78,bancor,"[1623369600000, 4.029257866705139]","[1623369600000, 846795174.6027906]","[1623369600000, 25330069.824853454]"
79,bancor,"[1623456000000, 3.787667064973478]","[1623456000000, 785899808.6935649]","[1623456000000, 30819809.10525758]"
80,bancor,"[1623542400000, 3.760197355831068]","[1623542400000, 788703064.1306747]","[1623542400000, 21661278.104572497]"
81,bancor,"[1623628800000, 3.9619244423405084]","[1623628800000, 826624210.8769298]","[1623628800000, 20218445.44943715]"
82,bancor,"[1623715200000, 4.06834027916253]","[1623715200000, 852631864.4035767]","[1623715200000, 22148700.141438626]"
83,bancor,"[1623801600000, 4.027371542824531]","[1623801600000, 851479673.100479]","[1623801600000, 21629750.08428241]"
84,bancor,"[1623888000000, 3.767330250018553]","[1623888000000, 795171628.9096239]","[1623888000000, 84361251.63269484]"
85,bancor,"[1623974400000, 3.8039754643287806]","[1623974400000, 806359159.1679937]","[1623974400000, 67591467.820269]"
86,bancor,"[1624060800000, 3.543155184219219]","[1624060800000, 754258670.7809398]","[1624060800000, 70716698.88933639]"
87,bancor,"[1624147200000, 3.467583633704586]","[1624147200000, 741175742.9651629]","[1624147200000, 63259046.50668575]"
88,bancor,"[1624233600000, 3.5504636565702676]","[1624233600000, 756348388.6413552]","[1624233600000, 81117557.27342418]"
89,bancor,"[1624320000000, 2.9925661969799386]","[1624320000000, 642714699.3915738]","[1624320000000, 129436447.28003547]"
90,bancor,"[1624406400000, 2.927624212040457]","[1624406400000, 627364463.903782]","[1624406400000, 153819143.26419285]"
91,bancor,"[1624492800000, 3.0884850493475624]","[1624492800000, 673496109.307127]","[1624492800000, 83829374.6221905]"
92,bancor,"[1624579200000, 3.139342181644533]","[1624579200000, 684761381.5032163]","[1624579200000, 55065191.83681137]"
0,basic-attention-token,"[1616630400000, 0.9893914904963684]","[1616630400000, 1486243159.6568208]","[1616630400000, 501995653.2716368]"
1,basic-attention-token,"[1616716800000, 0.971072891158646]","[1616716800000, 1444838911.040084]","[1616716800000, 418072593.2205212]"
2,basic-attention-token,"[1616803200000, 1.0728250978111595]","[1616803200000, 1598643400.8101807]","[1616803200000, 443323066.79805607]"
3,basic-attention-token,"[1616889600000, 1.0803224432142746]","[1616889600000, 1608825212.4646504]","[1616889600000, 375916654.351178]"
4,basic-attention-token,"[1616976000000, 1.1054025109620331]","[1616976000000, 1638329342.5166388]","[1616976000000, 476251629.96785945]"
5,basic-attention-token,"[1617062400000, 1.1396761156453195]","[1617062400000, 1699344915.105127]","[1617062400000, 380279902.84591395]"
6,basic-attention-token,"[1617148800000, 1.1695615790445864]","[1617148800000, 1741323303.5825608]","[1617148800000, 458545930.077377]"
7,basic-attention-token,"[1617235200000, 1.1362347318720223]","[1617235200000, 1695223785.9898539]","[1617235200000, 253059506.66270408]"
8,basic-attention-token,"[1617321600000, 1.15487533747342]","[1617321600000, 1722894682.3437207]","[1617321600000, 394859091.24609524]"
9,basic-attention-token,"[1617408000000, 1.200135248646674]","[1617408000000, 1793809508.1614401]","[1617408000000, 564144770.6131729]"
10,basic-attention-token,"[1617494400000, 1.1233248550331651]","[1617494400000, 1683265757.1577437]","[1617494400000, 447512803.224417]"
11,basic-attention-token,"[1617580800000, 1.1774155867183869]","[1617580800000, 1751640095.0411103]","[1617580800000, 314655516.94450396]"
12,basic-attention-token,"[1617667200000, 1.2646219203049696]","[1617667200000, 1883747401.5353138]","[1617667200000, 470050203.244277]"
13,basic-attention-token,"[1617753600000, 1.3244899432225368]","[1617753600000, 1973572464.4499822]","[1617753600000, 692903741.5676267]"
14,basic-attention-token,"[1617840000000, 1.1918589343847823]","[1617840000000, 1791494953.2763696]","[1617840000000, 618981002.8495171]"
15,basic-attention-token,"[1617926400000, 1.2952925904057588]","[1617926400000, 1933386081.7939672]","[1617926400000, 446992935.628136]"
16,basic-attention-token,"[1618012800000, 1.5236177124705834]","[1618012800000, 2258287257.452555]","[1618012800000, 1342666436.4542954]"
17,basic-attention-token,"[1618099200000, 1.4665256654661214]","[1618099200000, 2193842646.2666335]","[1618099200000, 839438632.3892593]"
18,basic-attention-token,"[1618185600000, 1.440264412257672]","[1618185600000, 2154554802.0430627]","[1618185600000, 552502877.5356066]"
19,basic-attention-token,"[1618272000000, 1.4180114663702235]","[1618272000000, 2110530044.1776807]","[1618272000000, 434721262.86938655]"
20,basic-attention-token,"[1618358400000, 1.5093150801553104]","[1618358400000, 2254278014.921014]","[1618358400000, 505163153.2811734]"
21,basic-attention-token,"[1618444800000, 1.4670315132896714]","[1618444800000, 2195629563.101533]","[1618444800000, 579764148.180962]"
22,basic-attention-token,"[1618531200000, 1.5259577151523434]","[1618531200000, 2280331348.3055115]","[1618531200000, 592969878.4571337]"
23,basic-attention-token,"[1618617600000, 1.5165453223279166]","[1618617600000, 2258098307.7489886]","[1618617600000, 604232955.388561]"
24,basic-attention-token,"[1618704000000, 1.4821059881752239]","[1618704000000, 2217663850.382295]","[1618704000000, 513729295.9383341]"
25,basic-attention-token,"[1618790400000, 1.340122921822777]","[1618790400000, 2001227591.612902]","[1618790400000, 737492515.5665331]"
26,basic-attention-token,"[1618876800000, 1.3166698364257372]","[1618876800000, 1986833802.3112826]","[1618876800000, 744080292.7838056]"
27,basic-attention-token,"[1618963200000, 1.2597073483733807]","[1618963200000, 1880182536.1829185]","[1618963200000, 666334214.7515737]"
28,basic-attention-token,"[1619049600000, 1.2177401548392985]","[1619049600000, 1816052012.372675]","[1619049600000, 481760492.64173275]"
29,basic-attention-token,"[1619136000000, 1.0794145017104315]","[1619136000000, 1621453306.8596282]","[1619136000000, 487128103.4452839]"
30,basic-attention-token,"[1619222400000, 1.174983230603684]","[1619222400000, 1757118523.8886187]","[1619222400000, 653414742.7472192]"
31,basic-attention-token,"[1619308800000, 1.0353029403426284]","[1619308800000, 1564704471.2324002]","[1619308800000, 326664454.0427624]"
32,basic-attention-token,"[1619395200000, 1.0220213474694277]","[1619395200000, 1525424135.414461]","[1619395200000, 314049899.2151734]"
33,basic-attention-token,"[1619481600000, 1.162667070081827]","[1619481600000, 1727798578.7260702]","[1619481600000, 378541812.0075945]"
34,basic-attention-token,"[1619568000000, 1.2278113887058826]","[1619568000000, 1837574129.293058]","[1619568000000, 375279411.8166157]"
35,basic-attention-token,"[1619654400000, 1.1971273225724601]","[1619654400000, 1783906884.2737153]","[1619654400000, 352972186.0233554]"
36,basic-attention-token,"[1619740800000, 1.1905907307439807]","[1619740800000, 1780469845.673108]","[1619740800000, 306197399.705219]"
37,basic-attention-token,"[1619827200000, 1.2625684715297318]","[1619827200000, 1884658822.2956882]","[1619827200000, 362476930.9943576]"
38,basic-attention-token,"[1619913600000, 1.2709679690407103]","[1619913600000, 1901163545.9061725]","[1619913600000, 418275609.5726865]"
39,basic-attention-token,"[1620000000000, 1.2551726229123068]","[1620000000000, 1875018538.9245124]","[1620000000000, 310975988.3959918]"
